Timestamp,Fatigue Score,Driver State,EAR,MAR,Yaw,Pitch,Distracted,Yawning,Drowsy
2026-05-24 10:58:25,0,NORMAL,0.462,0.151,19.96,-7.0,False,True,False
2026-05-24 10:58:30,100,DANGER,0.297,0.047,-0.56,16.33,False,False,False
2026-05-24 10:58:35,57,DROWSY,0.294,0.053,-2.47,25.67,True,False,False
2026-05-24 10:58:44,0,NORMAL,0.147,0.046,-42.92,-35.0,False,False,True
2026-05-24 10:58:54,0,NORMAL,0.396,0.186,-44.03,-35.0,False,True,False
2026-05-24 10:58:59,100,DANGER,0.282,0.041,-30.04,-35.0,True,False,False
2026-05-24 10:59:04,100,DANGER,0.271,0.06,1.69,-35.0,True,False,False
2026-05-24 10:59:09,100,DANGER,0.217,1.148,-3.56,-35.0,True,True,False
2026-05-24 10:59:14,100,DANGER,0.293,0.033,-37.43,-25.67,True,False,False
2026-05-24 10:59:19,100,DANGER,0.24,0.055,-4.82,-35.0,True,False,False
2026-05-24 10:59:24,100,DANGER,0.27,0.061,4.2,35.0,True,False,False
2026-05-24 10:59:29,100,DANGER,0.172,0.054,-3.47,11.67,True,False,False
2026-05-24 10:59:34,100,DANGER,0.278,0.097,-2.4,-30.33,True,True,False
2026-05-24 10:59:39,100,DANGER,0.256,0.121,-2.87,30.33,False,False,False
2026-05-24 10:59:44,100,DANGER,0.535,0.105,-15.73,-11.67,False,True,False
2026-05-24 10:59:49,100,DANGER,0.282,0.063,2.99,35.0,True,False,False
2026-05-24 10:59:54,100,DANGER,0.282,1.175,9.99,-35.0,True,True,False
2026-05-24 10:59:59,100,DANGER,0.107,0.054,1.6,-30.33,True,False,False
2026-05-24 11:00:04,100,DANGER,0.3,0.085,36.48,35.0,True,False,False
2026-05-24 11:00:09,100,DANGER,0.304,0.058,0.11,35.0,True,False,False
2026-05-24 11:00:14,100,DANGER,0.252,0.05,-5.78,-35.0,True,False,False
2026-05-24 11:00:19,100,DANGER,0.192,0.06,-3.51,-35.0,True,False,True
2026-05-24 11:00:24,100,DANGER,0.307,0.085,42.09,-35.0,True,False,False
2026-05-24 11:00:29,100,DANGER,0.258,0.056,12.37,-11.67,True,False,False
2026-05-24 11:00:34,100,DANGER,0.27,0.052,3.39,-21.0,True,False,False
2026-05-24 11:01:45,0,NORMAL,0.244,0.056,-39.0,-35.0,True,False,False
2026-05-24 11:01:50,0,NORMAL,0.309,0.108,-8.51,-6.2,False,True,False
2026-05-24 11:01:55,99,DANGER,0.428,0.12,11.72,-35.0,False,True,False
2026-05-24 11:02:00,100,DANGER,0.255,0.064,-12.44,-35.0,False,False,False
2026-05-24 11:02:13,0,NORMAL,0.128,0.033,-26.77,-9.65,False,False,True
2026-05-24 11:02:20,0,NORMAL,0.375,0.123,8.46,-25.67,False,True,False
2026-05-24 11:02:25,86,DANGER,0.266,0.062,-10.89,-30.33,False,False,False
2026-05-24 11:02:32,0,NORMAL,0.288,0.118,22.7,11.67,False,True,False
2026-05-24 11:02:37,51,DROWSY,0.285,0.038,-32.55,-35.0,False,False,False
2026-05-24 11:02:44,0,NORMAL,0.306,0.024,-44.82,-30.33,True,False,False
2026-05-24 11:11:07,0,NORMAL,0.43,0.106,-5.57,2.33,False,True,False
2026-05-24 11:11:14,0,NORMAL,0.26,0.04,-19.66,-35.0,True,False,False
2026-05-24 11:11:19,86,DANGER,0.167,0.058,0.27,-25.67,False,False,False
2026-05-24 11:11:25,0,NORMAL,0.33,0.193,24.5,-2.33,False,True,False
2026-05-24 11:11:30,48,DROWSY,0.241,0.061,-0.4,-21.0,False,False,False
2026-05-24 11:11:36,0,NORMAL,0.048,0.058,3.16,-35.0,False,False,True
2026-05-24 11:18:54,0,NORMAL,0.291,1.266,-6.68,-25.67,False,True,False
2026-05-24 11:19:00,6,NORMAL,0.38,0.095,31.14,32.7,True,False,False
2026-05-24 11:19:05,56,DROWSY,0.263,0.051,-10.94,-35.0,False,False,False
2026-05-24 11:19:10,0,NORMAL,0.323,0.032,-29.05,-11.67,True,False,False
2026-05-24 11:19:15,78,DANGER,0.294,0.058,-8.44,-35.0,False,False,False
2026-05-24 11:19:20,0,NORMAL,0.357,0.07,-38.93,-30.33,True,False,False
2026-05-24 11:19:25,78,DANGER,0.295,0.052,4.47,35.0,False,False,False
